nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-23 16:50:00",1520,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 08:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 07:40:00",930,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 07:40:00",6400,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 06:00:10",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 07:40:00",210,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 07:03:12",3100,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 07:40:00",2180,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 07:40:00",2160,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 07:40:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 07:40:00",800,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 06:00:11",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 07:10:00",670,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-23 14:10:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 07:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-23 20:01:08",1350,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 06:00:11",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 07:40:00",1930,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 07:00:02",1650,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-23 16:50:00",1520,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 09:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 08:10:00",920,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 08:10:00",6370,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 08:00:38",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 08:00:00",220,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 07:03:12",3100,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 08:10:00",2250,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 08:10:00",2220,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 08:10:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 08:10:00",820,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 06:00:11",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 09:00:00",670,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 09:10:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 08:50:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-23 20:01:08",1350,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 06:00:11",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 08:10:00",1930,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 08:00:27",1700,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-23 16:50:00",1520,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 09:30:00",90,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 08:40:00",920,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 08:40:00",6340,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 08:00:38",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 08:40:00",220,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 08:00:23",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 08:40:00",2190,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 08:40:00",2220,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 08:40:00",-1880,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 08:30:00",790,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 08:00:13",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 09:00:00",670,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 09:40:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 08:50:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-23 20:01:08",1350,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 08:00:13",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 08:40:00",1940,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 08:00:27",1700,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 08:10:27",1300,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 10:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 09:10:00",920,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 09:10:00",6310,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 08:00:38",400,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 09:10:00",230,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 08:00:23",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 09:10:00",2150,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 09:10:00",2210,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 09:10:00",-1870,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 09:10:00",790,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 08:00:13",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 09:10:00",670,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 09:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 09:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-23 20:01:08",1350,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 08:00:13",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 09:10:00",1960,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 08:00:27",1700,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 08:10:27",1300,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 10:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 09:40:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 09:40:00",6280,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 09:40:00",270,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 09:40:00",230,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 09:00:24",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 09:30:00",2150,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 09:40:00",2230,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 09:40:00",-1860,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 09:40:00",760,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 09:14:37",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 09:30:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 10:40:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 09:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-23 20:01:08",1350,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 09:14:37",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 09:20:00",1960,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 09:00:36",1750,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 08:10:27",1300,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 11:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 10:10:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 10:10:00",6240,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 10:10:00",250,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 10:10:00",230,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 09:00:24",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 10:10:00",2120,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 10:10:00",2220,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 10:10:00",-1840,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 10:10:00",770,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 09:14:37",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 11:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 11:10:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 10:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-23 20:01:08",1350,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 09:14:37",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 09:20:00",1960,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 09:00:36",1750,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 08:10:27",1300,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 11:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 10:40:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 10:40:00",6220,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 10:40:00",240,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 10:40:00",240,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 10:00:09",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 10:10:00",2120,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 10:40:00",2200,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 10:40:00",-1850,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 10:30:00",780,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 10:00:22",600,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 11:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 11:10:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 10:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-23 20:01:08",1350,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 10:00:22",600,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 10:00:18",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 10:03:55",1750,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 10:40:00",1510,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 12:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 11:10:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 11:10:00",6190,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 11:10:00",230,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 11:10:00",240,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 10:00:09",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 10:10:00",2120,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 11:10:00",2130,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 11:10:00",-1840,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 11:10:00",770,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 10:00:22",600,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 11:50:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 12:00:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 11:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-23 20:01:08",1350,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 10:00:22",600,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 10:00:18",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 10:03:55",1750,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 11:10:00",1510,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 12:30:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 11:40:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 11:40:00",6180,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 11:40:00",230,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 11:40:00",240,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 11:00:58",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 11:00:28",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 11:40:00",2050,"Status : Siaga 2"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 11:40:00",-1840,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 11:30:00",770,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 11:00:27",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 12:20:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 12:30:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 11:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 11:02:01",1100,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 11:00:27",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 11:00:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 11:00:28",1750,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 11:40:00",1520,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 13:10:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 12:10:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 11:50:00",6160,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 12:10:00",230,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 12:10:00",250,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 11:00:58",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 11:00:28",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 12:10:00",1960,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 12:10:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 12:10:00",760,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 11:00:27",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 13:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 13:00:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 12:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 11:02:01",1100,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 11:00:27",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 11:00:00",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 11:00:28",1750,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 12:10:00",1490,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 13:40:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 12:40:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 11:50:00",6160,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 12:40:00",230,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 12:40:00",250,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 12:02:06",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 12:40:00",1960,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 12:40:00",1910,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 12:40:00",-1820,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 12:40:00",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 12:00:31",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 13:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 13:40:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 12:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 11:02:01",1100,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 12:00:32",600,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 12:00:38",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 12:02:45",1750,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 12:40:00",1490,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 14:10:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 13:10:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 12:00:10",6000,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 13:10:00",230,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 13:10:00",250,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 12:02:06",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 13:10:00",1900,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 13:10:00",1850,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 13:10:00",-1820,"Status : Normal"
